00080001, LengthToEnd, UL, 1, RET, true
00082120, StageName, SH, 1, , false
00082122, StageNumber, IS, 1, , false
00082124, NumberOfStages, IS, 1, , false
00082127, ViewName, SH, 1, , false
00082128, ViewNumber, IS, 1, , false
00082129, NumberOfEventTimers, IS, 1, , false
0008212A, NumberOfViewsInStage, IS, 1, , false
00082130, EventElapsedTimes, DS, 1-n, , false
00082132, EventTimerNames, LO, 1-n, , false
00082133, EventTimerSequence, SQ, 1, , false
00082134, EventTimeOffset, FD, 1, , false
00082135, EventCodeSequence, SQ, 1, , false
00082142, StartTrim, IS, 1, , false
00082143, StopTrim, IS, 1, , false
00082144, RecommendedDisplayFrameRate, IS, 1, , false
00082200, TransducerPosition, CS, 1, RET (1993), true
00082204, TransducerOrientation, CS, 1, RET (1993), true
00082208, AnatomicStructure, CS, 1, RET (1993), true
00082218, AnatomicRegionSequence, SQ, 1, , false
00082220, AnatomicRegionModifierSequence, SQ, 1, , false
00082228, PrimaryAnatomicStructureSequence, SQ, 1, , false
00082229, AnatomicStructureSpaceOrRegionSequence, SQ, 1, RET (2017c), true
00082230, PrimaryAnatomicStructureModifierSequence, SQ, 1, , false
00082240, TransducerPositionSequence, SQ, 1, RET (2004), true
00082242, TransducerPositionModifierSequence, SQ, 1, RET (2004), true
00082244, TransducerOrientationSequence, SQ, 1, RET (2004), true
00082246, TransducerOrientationModifierSequence, SQ, 1, RET (2004), true
00082251, AnatomicStructureSpaceOrRegionCodeSequenceTrial, SQ, 1, RET (2007), true
00082253, AnatomicPortalOfEntranceCodeSequenceTrial, SQ, 1, RET (2007), true
00082255, AnatomicApproachDirectionCodeSequenceTrial, SQ, 1, RET (2007), true
00082256, AnatomicPerspectiveDescriptionTrial, ST, 1, RET (2007), true
00082257, AnatomicPerspectiveCodeSequenceTrial, SQ, 1, RET (2007), true
00082258, AnatomicLocationOfExaminingInstrumentDescriptionTrial, ST, 1, RET (2007), true
00082259, AnatomicLocationOfExaminingInstrumentCodeSequenceTrial, SQ, 1, RET (2007), true
0008225A, AnatomicStructureSpaceOrRegionModifierCodeSequenceTrial, SQ, 1, RET (2007), true
0008225C, OnAxisBackgroundAnatomicStructureCodeSequenceTrial, SQ, 1, RET (2007), true
00083001, AlternateRepresentationSequence, SQ, 1, , false
00083002, AvailableTransferSyntaxUID, UI, 1-n, , false
00083010, IrradiationEventUID, UI, 1-n, , false
00083011, SourceIrradiationEventSequence, SQ, 1, , false
00083012, RadiopharmaceuticalAdministrationEventUID, UI, 1, , false
00084000, IdentifyingComments, LT, 1, RET, true
00089007, FrameType, CS, 4, , false
00089092, ReferencedImageEvidenceSequence, SQ, 1, , false
00089121, ReferencedRawDataSequence, SQ, 1, , false
00089123, CreatorVersionUID, UI, 1, , false
00089124, DerivationImageSequence, SQ, 1, , false
00089154, SourceImageEvidenceSequence, SQ, 1, , false
00089205, PixelPresentation, CS, 1, , false
00089206, VolumetricProperties, CS, 1, , false
00089207, VolumeBasedCalculationTechnique, CS, 1, , false
00089208, ComplexImageComponent, CS, 1, , false
00089209, AcquisitionContrast, CS, 1, , false
00089215, DerivationCodeSequence, SQ, 1, , false
00089237, ReferencedPresentationStateSequence, SQ, 1, , false
00089410, ReferencedOtherPlaneSequence, SQ, 1, , false
00089458, FrameDisplaySequence, SQ, 1, , false
00089459, RecommendedDisplayFrameRateInFloat, FL, 1, , false
00089460, SkipFrameRangeFlag, CS, 1, , false
00100010, PatientName, PN, 1, , false
00100020, PatientID, LO, 1, , false
00100021, IssuerOfPatientID, LO, 1, , false
00100022, TypeOfPatientID, CS, 1, , false
00100024, IssuerOfPatientIDQualifiersSequence, SQ, 1, , false
00100026, SourcePatientGroupIdentificationSequence, SQ, 1, , false
00100027, GroupOfPatientsIdentificationSequence, SQ, 1, , false
00100028, SubjectRelativePositionInImage, US, 3, , false
00100030, PatientBirthDate, DA, 1, , false
00100032, PatientBirthTime, TM, 1, , false
00100033, PatientBirthDateInAlternativeCalendar, LO, 1, , false
00100034, PatientDeathDateInAlternativeCalendar, LO, 1, , false
00100035, PatientAlternativeCalendar, CS, 1, , false
00100040, PatientSex, CS, 1, , false
00100050, PatientInsurancePlanCodeSequence, SQ, 1, , false
00100101, PatientPrimaryLanguageCodeSequence, SQ, 1, , false
00100102, PatientPrimaryLanguageModifierCodeSequence, SQ, 1, , false
00100200, QualityControlSubject, CS, 1, , false
00100201, QualityControlSubjectTypeCodeSequence, SQ, 1, , false
00100212, StrainDescription, UC, 1, , false
00100213, StrainNomenclature, LO, 1, , false
00100214, StrainStockNumber, LO, 1, , false
00100215, StrainSourceRegistryCodeSequence, SQ, 1, , false
00100216, StrainStockSequence, SQ, 1, , false
00100217, StrainSource, LO, 1, , false
00100218, StrainAdditionalInformation, UT, 1, , false
00100219, StrainCodeSequence, SQ, 1, , false
00100221, GeneticModificationsSequence, SQ, 1, , false
00100222, GeneticModificationsDescription, UC, 1, , false
00100223, GeneticModificationsNomenclature, LO, 1, , false
00100229, GeneticModificationsCodeSequence, SQ, 1, , false
00101000, OtherPatientIDs, LO, 1-n, RET (2017a), true
00101001, OtherPatientNames, PN, 1-n, , false
00101002, OtherPatientIDsSequence, SQ, 1, , false
00101005, PatientBirthName, PN, 1, , false
00101010, PatientAge, AS, 1, , false
00101020, PatientSize, DS, 1, , false
00101021, PatientSizeCodeSequence, SQ, 1, , false
00101022, PatientBodyMassIndex, DS, 1, , false
00101023, MeasuredAPDimension, DS, 1, , false
00101024, MeasuredLateralDimension, DS, 1, , false
00101030, PatientWeight, DS, 1, , false
00101040, PatientAddress, LO, 1, , false
00101050, InsurancePlanIdentification, LO, 1-n, RET, true
00101060, PatientMotherBirthName, PN, 1, , false
00101080, MilitaryRank, LO, 1, , false
00101081, BranchOfService, LO, 1, , false
00101090, MedicalRecordLocator, LO, 1, RET (2017a), true
00101100, ReferencedPatientPhotoSequence, SQ, 1, , false
00102000, MedicalAlerts, LO, 1-n, , false
00102110, Allergies, LO, 1-n, , false
00102150, CountryOfResidence, LO, 1, , false
00102152, RegionOfResidence, LO, 1, , false
00102154, PatientTelephoneNumbers, SH, 1-n, , false
00102155, PatientTelecomInformation, LT, 1, , false
00102160, EthnicGroup, SH, 1, , false
00102180, Occupation, SH, 1, , false
001021A0, SmokingStatus, CS, 1, , false
001021B0, AdditionalPatientHistory, LT, 1, , false
001021C0, PregnancyStatus, US, 1, , false
001021D0, LastMenstrualDate, DA, 1, , false
001021F0, PatientReligiousPreference, LO, 1, , false
00102201, PatientSpeciesDescription, LO, 1, , false
00102202, PatientSpeciesCodeSequence, SQ, 1, , false
00102203, PatientSexNeutered, CS, 1, , false
00102210, AnatomicalOrientationType, CS, 1, , false
00102292, PatientBreedDescription, LO, 1, , false
00102293, PatientBreedCodeSequence, SQ, 1, , false
00102294, BreedRegistrationSequence, SQ, 1, , false
00102295, BreedRegistrationNumber, LO, 1, , false
00102296, BreedRegistryCodeSequence, SQ, 1, , false
00102297, ResponsiblePerson, PN, 1, , false
00102298, ResponsiblePersonRole, CS, 1, , false
00102299, ResponsibleOrganization, LO, 1, , false
00104000, PatientComments, LT, 1, , false
00109431, ExaminedBodyThickness, FL, 1, , false
00120010, ClinicalTrialSponsorName, LO, 1, , false
00120020, ClinicalTrialProtocolID, LO, 1, , false
00120021, ClinicalTrialProtocolName, LO, 1, , false
00120030, ClinicalTrialSiteID, LO, 1, , false
00120031, ClinicalTrialSiteName, LO, 1, , false
00120040, ClinicalTrialSubjectID, LO, 1, , false
00120042, ClinicalTrialSubjectReadingID, LO, 1, , false
00120050, ClinicalTrialTimePointID, LO, 1, , false
00120051, ClinicalTrialTimePointDescription, ST, 1, , false
00120052, LongitudinalTemporalOffsetFromEvent, FD, 1, , false
00120053, LongitudinalTemporalEventType, CS, 1, , false
00120060, ClinicalTrialCoordinatingCenterName, LO, 1, , false
00120062, PatientIdentityRemoved, CS, 1, , false
00120063, DeidentificationMethod, LO, 1-n, , false
00120064, DeidentificationMethodCodeSequence, SQ, 1, , false
00120071, ClinicalTrialSeriesID, LO, 1, , false
00120072, ClinicalTrialSeriesDescription, LO, 1, , false
00120081, ClinicalTrialProtocolEthicsCommitteeName, LO, 1, , false
00120082, ClinicalTrialProtocolEthicsCommitteeApprovalNumber, LO, 1, , false
00120083, ConsentForClinicalTrialUseSequence, SQ, 1, , false
00120084, DistributionType, CS, 1, , false
00120085, ConsentForDistributionFlag, CS, 1, , false
00120086, EthicsCommitteeApprovalEffectivenessStartDate, DA, 1, , false
00120087, EthicsCommitteeApprovalEffectivenessEndDate, DA, 1, , false
00140023, CADFileFormat, ST, 1, RET (2011), true
00140024, ComponentReferenceSystem, ST, 1, RET (2011), true
00140025, ComponentManufacturingProcedure, ST, 1, DICONDE, false
00140028, ComponentManufacturer, ST, 1, DICONDE, false
00140030, MaterialThickness, DS, 1-n, DICONDE, false
00140032, MaterialPipeDiameter, DS, 1-n, DICONDE, false
00140034, MaterialIsolationDiameter, DS, 1-n, DICONDE, false
00140042, MaterialGrade, ST, 1, DICONDE, false
00140044, MaterialPropertiesDescription, ST, 1, DICONDE, false
00140045, MaterialPropertiesFileFormatRetired, ST, 1, RET (2011), true
00140046, MaterialNotes, LT, 1, DICONDE, false
00140050, ComponentShape, CS, 1, DICONDE, false
00140052, CurvatureType, CS, 1, DICONDE, false
00140054, OuterDiameter, DS, 1, DICONDE, false
00140056, InnerDiameter, DS, 1, DICONDE, false
00140100, ComponentWelderIDs, LO, 1-n, DICONDE, false
00140101, SecondaryApprovalStatus, CS, 1, DICONDE, false
00140102, SecondaryReviewDate, DA, 1, DICONDE, false
00140103, SecondaryReviewTime, TM, 1, DICONDE, false
00140104, SecondaryReviewerName, PN, 1, DICONDE, false
00140105, RepairID, ST, 1, DICONDE, false
00140106, MultipleComponentApprovalSequence, SQ, 1, DICONDE, false
00140107, OtherApprovalStatus, CS, 1-n, DICONDE, false
00140108, OtherSecondaryApprovalStatus, CS, 1-n, DICONDE, false
00141010, ActualEnvironmentalConditions, ST, 1, DICONDE, false
00141020, ExpiryDate, DA, 1, DICONDE, false
00141040, EnvironmentalConditions, ST, 1, DICONDE, false
00142002, EvaluatorSequence, SQ, 1, DICONDE, false
00142004, EvaluatorNumber, IS, 1, DICONDE, false
00142006, EvaluatorName, PN, 1, DICONDE, false
00142008, EvaluationAttempt, IS, 1, DICONDE, false
00142012, IndicationSequence, SQ, 1, DICONDE, false
00142014, IndicationNumber, IS, 1, DICONDE, false
00142016, IndicationLabel, SH, 1, DICONDE, false
00142018, IndicationDescription, ST, 1, DICONDE, false
0014201A, IndicationType, CS, 1-n, DICONDE, false
0014201C, IndicationDisposition, CS, 1, DICONDE, false
0014201E, IndicationROISequence, SQ, 1, DICONDE, false
00142030, IndicationPhysicalPropertySequence, SQ, 1, DICONDE, false
00142032, PropertyLabel, SH, 1, DICONDE, false
00142202, CoordinateSystemNumberOfAxes, IS, 1, DICONDE, false
00142204, CoordinateSystemAxesSequence, SQ, 1, DICONDE, false
00142206, CoordinateSystemAxisDescription, ST, 1, DICONDE, false
00142208, CoordinateSystemDataSetMapping, CS, 1, DICONDE, false
0014220A, CoordinateSystemAxisNumber, IS, 1, DICONDE, false
0014220C, CoordinateSystemAxisType, CS, 1, DICONDE, false
0014220E, CoordinateSystemAxisUnits, CS, 1, DICONDE, false
00142210, CoordinateSystemAxisValues, OB, 1, DICONDE, false
00142220, CoordinateSystemTransformSequence, SQ, 1, DICONDE, false
00142222, TransformDescription, ST, 1, DICONDE, false
00142224, TransformNumberOfAxes, IS, 1, DICONDE, false
00142226, TransformOrderOfAxes, IS, 1-n, DICONDE, false
00142228, TransformedAxisUnits, CS, 1, DICONDE, false
0014222A, CoordinateSystemTransformRotationAndScaleMatrix, DS, 1-n, DICONDE, false
0014222C, CoordinateSystemTransformTranslationMatrix, DS, 1-n, DICONDE, false
00143011, InternalDetectorFrameTime, DS, 1, DICONDE, false
00143012, NumberOfFramesIntegrated, DS, 1, DICONDE, false
00143020, DetectorTemperatureSequence, SQ, 1, DICONDE, false
00143022, SensorName, ST, 1, DICONDE, false
00143024, HorizontalOffsetOfSensor, DS, 1, DICONDE, false
00143026, VerticalOffsetOfSensor, DS, 1, DICONDE, false
00143028, SensorTemperature, DS, 1, DICONDE, false
00143040, DarkCurrentSequence, SQ, 1, DICONDE, false
00143050, DarkCurrentCounts, OB or OW, 1, DICONDE, false
00143060, GainCorrectionReferenceSequence, SQ, 1, DICONDE, false
00143070, AirCounts, OB or OW, 1, DICONDE, false
00143071, KVUsedInGainCalibration, DS, 1, DICONDE, false
00143072, MAUsedInGainCalibration, DS, 1, DICONDE, false
00143073, NumberOfFramesUsedForIntegration, DS, 1, DICONDE, false
00143074, FilterMaterialUsedInGainCalibration, LO, 1, DICONDE, false
00143075, FilterThicknessUsedInGainCalibration, DS, 1, DICONDE, false
00143076, DateOfGainCalibration, DA, 1, DICONDE, false
00143077, TimeOfGainCalibration, TM, 1, DICONDE, false
00143080, BadPixelImage, OB, 1, DICONDE, false
00143099, CalibrationNotes, LT, 1, DICONDE, false
00144002, PulserEquipmentSequence, SQ, 1, DICONDE, false
00144004, PulserType, CS, 1, DICONDE, false
00144006, PulserNotes, LT, 1, DICONDE, false
00144008, ReceiverEquipmentSequence, SQ, 1, DICONDE, false
0014400A, AmplifierType, CS, 1, DICONDE, false
0014400C, ReceiverNotes, LT, 1, DICONDE, false
0014400E, PreAmplifierEquipmentSequence, SQ, 1, DICONDE, false
0014400F, PreAmplifierNotes, LT, 1, DICONDE, false
00144010, TransmitTransducerSequence, SQ, 1, DICONDE, false
00144011, ReceiveTransducerSequence, SQ, 1, DICONDE, false
00144012, NumberOfElements, US, 1, DICONDE, false
00144013, ElementShape, CS, 1, DICONDE, false
00144014, ElementDimensionA, DS, 1, DICONDE, false
00144015, ElementDimensionB, DS, 1, DICONDE, false
00144016, ElementPitchA, DS, 1, DICONDE, false
00144017, MeasuredBeamDimensionA, DS, 1, DICONDE, false
00144018, MeasuredBeamDimensionB, DS, 1, DICONDE, false
00144019, LocationOfMeasuredBeamDiameter, DS, 1, DICONDE, false
0014401A, NominalFrequency, DS, 1, DICONDE, false
0014401B, MeasuredCenterFrequency, DS, 1, DICONDE, false
0014401C, MeasuredBandwidth, DS, 1, DICONDE, false
0014401D, ElementPitchB, DS, 1, DICONDE, false
00144020, PulserSettingsSequence, SQ, 1, DICONDE, false
00144022, PulseWidth, DS, 1, DICONDE, false
00144024, ExcitationFrequency, DS, 1, DICONDE, false
00144026, ModulationType, CS, 1, DICONDE, false
00144028, Damping, DS, 1, DICONDE, false
00144030, ReceiverSettingsSequence, SQ, 1, DICONDE, false
00144031, AcquiredSoundpathLength, DS, 1, DICONDE, false
00144032, AcquisitionCompressionType, CS, 1, DICONDE, false
00144033, AcquisitionSampleSize, IS, 1, DICONDE, false
00144034, RectifierSmoothing, DS, 1, DICONDE, false
00144035, DACSequence, SQ, 1, DICONDE, false
00144036, DACType, CS, 1, DICONDE, false
00144038, DACGainPoints, DS, 1-n, DICONDE, false
0014403A, DACTimePoints, DS, 1-n, DICONDE, false
0014403C, DACAmplitude, DS, 1-n, DICONDE, false
00144040, PreAmplifierSettingsSequence, SQ, 1, DICONDE, false
00144050, TransmitTransducerSettingsSequence, SQ, 1, DICONDE, false
00144051, ReceiveTransducerSettingsSequence, SQ, 1, DICONDE, false
00144052, IncidentAngle, DS, 1, DICONDE, false
00144054, CouplingTechnique, ST, 1, DICONDE, false
00144056, CouplingMedium, ST, 1, DICONDE, false
00144057, CouplingVelocity, DS, 1, DICONDE, false
00144058, ProbeCenterLocationX, DS, 1, DICONDE, false
00144059, ProbeCenterLocationZ, DS, 1, DICONDE, false
0014405A, SoundPathLength, DS, 1, DICONDE, false
0014405C, DelayLawIdentifier, ST, 1, DICONDE, false
00144060, GateSettingsSequence, SQ, 1, DICONDE, false
00144062, GateThreshold, DS, 1, DICONDE, false
00144064, VelocityOfSound, DS, 1, DICONDE, false
00144070, CalibrationSettingsSequence, SQ, 1, DICONDE, false
00144072, CalibrationProcedure, ST, 1, DICONDE, false
00144074, ProcedureVersion, SH, 1, DICONDE, false
00144076, ProcedureCreationDate, DA, 1, DICONDE, false
00144078, ProcedureExpirationDate, DA, 1, DICONDE, false
0014407A, ProcedureLastModifiedDate, DA, 1, DICONDE, false
0014407C, CalibrationTime, TM, 1-n, DICONDE, false
0014407E, CalibrationDate, DA, 1-n, DICONDE, false
00144080, ProbeDriveEquipmentSequence, SQ, 1, DICONDE, false
00144081, DriveType, CS, 1, DICONDE, false
00144082, ProbeDriveNotes, LT, 1, DICONDE, false
00144083, DriveProbeSequence, SQ, 1, DICONDE, false
00144084, ProbeInductance, DS, 1, DICONDE, false
00144085, ProbeResistance, DS, 1, DICONDE, false
00144086, ReceiveProbeSequence, SQ, 1, DICONDE, false
00144087, ProbeDriveSettingsSequence, SQ, 1, DICONDE, false
00144088, BridgeResistors, DS, 1, DICONDE, false
00144089, ProbeOrientationAngle, DS, 1, DICONDE, false
0014408B, UserSelectedGainY, DS, 1, DICONDE, false
0014408C, UserSelectedPhase, DS, 1, DICONDE, false
0014408D, UserSelectedOffsetX, DS, 1, DICONDE, false
0014408E, UserSelectedOffsetY, DS, 1, DICONDE, false
00144091, ChannelSettingsSequence, SQ, 1, DICONDE, false
00144092, ChannelThreshold, DS, 1, DICONDE, false
0014409A, ScannerSettingsSequence, SQ, 1, DICONDE, false
0014409B, ScanProcedure, ST, 1, DICONDE, false
0014409C, TranslationRateX, DS, 1, DICONDE, false
0014409D, TranslationRateY, DS, 1, DICONDE, false
0014409F, ChannelOverlap, DS, 1, DICONDE, false
001440A0, ImageQualityIndicatorType, LO, 1, DICONDE, false
001440A1, ImageQualityIndicatorMaterial, LO, 1, DICONDE, false
001440A2, ImageQualityIndicatorSize, LO, 1, DICONDE, false
00145002, LINACEnergy, IS, 1, DICONDE, false
00145004, LINACOutput, IS, 1, DICONDE, false
00145100, ActiveAperture, US, 1, DICONDE, false
00145101, TotalAperture, DS, 1, DICONDE, false
00145102, ApertureElevation, DS, 1, DICONDE, false
00145103, MainLobeAngle, DS, 1, DICONDE, false
00145104, MainRoofAngle, DS, 1, DICONDE, false
00145105, ConnectorType, CS, 1, DICONDE, false
00145106, WedgeModelNumber, SH, 1, DICONDE, false
00145107, WedgeAngleFloat, DS, 1, DICONDE, false
00145108, WedgeRoofAngle, DS, 1, DICONDE, false
00145109, WedgeElement1Position, CS, 1, DICONDE, false
0014510A, WedgeMaterialVelocity, DS, 1, DICONDE, false
0014510B, WedgeMaterial, SH, 1, DICONDE, false
0014510C, WedgeOffsetZ, DS, 1, DICONDE, false
0014510D, WedgeOriginOffsetX, DS, 1, DICONDE, false
0014510E, WedgeTimeDelay, DS, 1, DICONDE, false
0014510F, WedgeName, SH, 1, DICONDE, false
00145110, WedgeManufacturerName, SH, 1, DICONDE, false
00145111, WedgeDescription, LO, 1, DICONDE, false
00145112, NominalBeamAngle, DS, 1, DICONDE, false
00145113, WedgeOffsetX, DS, 1, DICONDE, false
00145114, WedgeOffsetY, DS, 1, DICONDE, false
00145115, WedgeTotalLength, DS, 1, DICONDE, false
00145116, WedgeInContactLength, DS, 1, DICONDE, false
00145117, WedgeFrontGap, DS, 1, DICONDE, false
00145118, WedgeTotalHeight, DS, 1, DICONDE, false
00145119, WedgeFrontHeight, DS, 1, DICONDE, false
0014511A, WedgeRearHeight, DS, 1, DICONDE, false
0014511B, WedgeTotalWidth, DS, 1, DICONDE, false
0014511C, WedgeInContactWidth, DS, 1, DICONDE, false
0014511D, WedgeChamferHeight, DS, 1, DICONDE, false
0014511E, WedgeCurve, CS, 1, DICONDE, false
0014511F, RadiusAlongWedge, DS, 1, DICONDE, false
00160001, WhitePoint, DS, 1, , false
